Feature;Importancia
Desviacio_Est._Mida_Pistes;0.2397961171299166
Mitjana_Mida_Pistes;0.1641013598060757
Total_Pistes;0.158018617009885
Promig_Pistes/Fila;0.14467854662993315
Promig_Pistes/Columna;0.07999286117502004
Promig_Llibertat_Total;0.07654900509231218
%_Caselles_Pintades;0.07139553143812048
Ratio_F/C;0.047188993202772755
Relatiu_Llibertat_Total;0.018278968515964136
