Feature;Importancia
%_Caselles_Pintades;0.171
Desviacio_Est._Mida_Pistes;0.1299
Mitjana_Mida_Pistes;0.1287
Total_Pistes;0.1108
Promig_Llibertat_Total;0.1017
Promig_Pistes/Columna;0.0999
Promig_Pistes/Fila;0.0992
Relatiu_Llibertat_Total;0.0855
Ratio_F/C;0.0735
