Feature;Importancia
Total_Pistes;0.1344
Promig_Llibertat_Total;0.1315
Promig_Pistes/Fila;0.128
Desviacio_Est._Mida_Pistes;0.1156
Ratio_F/C;0.1134
Mitjana_Mida_Pistes;0.1068
Promig_Pistes/Columna;0.1034
%_Caselles_Pintades;0.0944
Relatiu_Llibertat_Total;0.0723
