Feature;Importancia
%_Caselles_Pintades;0.1686
Mitjana_Mida_Pistes;0.1316
Total_Pistes;0.1274
Desviacio_Est._Mida_Pistes;0.1181
Promig_Pistes/Fila;0.1085
Ratio_F/C;0.0978
Promig_Pistes/Columna;0.0889
Promig_Llibertat_Total;0.0867
Relatiu_Llibertat_Total;0.0725
